City,Country,Inexpensive Meal,Midrange Meal For 2,McMeal,Domestic Beer (at restaurant),Imported Beer (at restaurant),Cappuccino (at restaurant),Soft Drink (at restaurant),Water (at restaurant),Milk (at Grocery),White Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Bananas,Oranges,Tomato,Potato,Onion,Lettuce,Water (at Grocery),Wine (at Grocery),Domestic Beer (at Grocery),Imported Beer (at Grocery),data_quality,Avg_Fruit,Avg_Veg,City/Country
Vercelli,Italy,15.81,52.69,8.43,5.27,4.74,1.66,2.63,1.0,1.33,1.55,2.51,2.71,12.28,7.9,14.73,1.05,2.12,2.65,1.37,1.03,1.42,0.42,0.65,6.85,2.11,3.08,0,1.94,1.06,"Vercelli, Italy"
Lohja,Finland,12.12,52.69,9.01,6.32,8.43,4.74,2.79,1.0,1.0,2.27,1.79,2.15,5.43,11.49,21.41,1.16,1.6,1.21,2.16,1.05,1.26,1.21,1.12,12.64,2.12,3.16,0,1.323333333,1.42,"Lohja, Finland"
Jablonec nad Nisou,Czech Republic,6.06,25.96,5.15,1.56,1.51,2.0,1.44,0.52,0.67,1.3,2.0,1.95,9.52,5.08,7.79,1.35,1.23,1.51,2.38,0.87,0.81,1.16,0.42,3.68,0.67,1.41,0,1.363333333,1.305,"Jablonec nad Nisou, Czech Republic"
Veldhoven,Netherlands,25.29,,10.54,,,2.63,,,1.14,,,2.28,10.54,8.43,,,1.58,,,,,,1.05,5.27,0.84,1.58,0,1.58,,"Veldhoven, Netherlands"
Cornwall,Canada,11.86,63.0,10.01,4.45,5.93,2.68,1.73,1.54,2.09,2.35,1.68,3.12,3.7,7.02,10.02,5.28,1.82,2.75,4.05,2.09,2.78,1.97,0.77,11.02,1.48,4.11,0,3.283333333,2.7225,"Cornwall, Canada"
Sandusky,United States,,,,,,,,,,,2.1,,,,,2.1,,,,2.0,,,3.5,,,,0,2.1,2.0,"Sandusky, United States"
Hyvinkaa,Finland,15.81,52.69,10.8,6.32,6.32,3.51,2.7,1.3,0.93,1.45,1.15,1.83,3.95,10.47,16.81,1.04,1.68,1.03,2.31,0.68,1.15,1.63,1.0,12.64,1.79,2.0,0,1.25,1.4425,"Hyvinkaa, Finland"
Terracina,Italy,15.81,68.49,8.43,5.27,5.27,1.37,1.84,0.88,1.48,2.37,2.13,2.74,22.39,11.59,21.07,2.63,1.98,3.09,2.85,2.14,2.07,1.3,0.37,6.32,1.42,1.79,0,2.566666667,2.09,"Terracina, Italy"
Kingman,United States,15.0,30.0,9.5,3.18,4.5,5.67,3.5,1.17,0.99,2.07,2.98,,7.35,,,3.15,1.37,2.26,2.54,1.76,1.3,1.59,0.96,5.99,2.43,3.17,0,2.26,1.7975,"Kingman, United States"
Dendermonde,Belgium,14.75,79.03,9.22,4.21,4.21,3.29,2.74,2.36,0.96,1.66,2.19,2.43,11.04,8.92,14.47,2.25,1.77,2.05,2.31,1.91,0.87,0.94,0.66,5.27,1.55,0.97,0,2.023333333,1.5075,"Dendermonde, Belgium"
Lodi,Italy,12.12,68.49,8.59,5.27,5.01,1.73,2.77,1.46,1.26,1.83,2.63,3.56,14.75,10.54,12.64,2.11,2.05,1.58,2.11,1.16,1.05,1.69,0.42,4.21,1.69,1.37,0,1.913333333,1.5025,"Lodi, Italy"
Biloxi,United States,12.0,80.0,10.0,5.0,8.0,4.4,2.33,1.68,0.96,1.17,2.67,2.09,9.17,11.24,9.95,3.01,1.71,2.48,4.21,3.11,2.75,1.65,2.0,11.0,2.86,1.5,0,2.4,2.93,"Biloxi, United States"
Capannori,Italy,10.54,47.42,7.9,,,1.16,1.58,0.59,,,,,,,,,,,,,,,,,,,0,,,"Capannori, Italy"
Weatherford,United States,15.0,51.0,7.0,4.5,3.75,4.0,2.25,1.25,0.84,2.65,2.92,3.4,5.51,15.48,11.67,3.69,0.64,3.67,2.87,0.55,0.55,1.0,0.89,12.0,2.77,3.61,0,2.666666667,1.2425,"Weatherford, United States"
Roseburg,United States,15.0,60.0,8.0,5.0,6.5,4.49,2.22,1.26,0.98,3.04,2.2,1.69,12.9,16.17,12.49,2.3,0.99,2.2,1.1,1.71,1.62,1.83,1.0,10.0,3.26,3.32,0,1.83,1.565,"Roseburg, United States"
Roskilde,Denmark,14.18,81.51,10.63,7.09,4.99,4.25,2.48,2.84,1.49,2.36,2.34,4.43,11.62,9.57,18.47,3.31,2.46,2.52,4.02,2.03,1.35,1.61,1.28,8.51,1.82,1.98,0,2.763333333,2.2525,"Roskilde, Denmark"
Leavenworth,United States,,70.0,8.75,6.0,,4.0,,1.0,,,,,11.02,,13.23,4.96,1.65,,,1.52,,1.99,,18.0,,,0,3.305,1.755,"Leavenworth, United States"
Fort Pierce,United States,11.0,,8.0,,,2.83,1.18,0.99,,2.2,6.61,,9.9,,14.82,3.06,0.98,2.62,3.13,1.97,3.28,1.19,1.98,13.48,2.49,2.0,0,2.22,2.3925,"Fort Pierce, United States"
Mlada Boleslav,Czech Republic,6.49,25.96,6.71,1.73,1.84,2.16,1.24,1.3,0.78,2.0,2.14,1.6,7.57,6.27,10.6,1.19,1.23,1.62,2.16,0.62,0.76,0.97,0.54,4.54,0.87,1.51,0,1.346666667,1.1275,"Mlada Boleslav, Czech Republic"
Pinehurst,United States,15.0,65.0,8.0,5.0,6.0,4.5,2.0,1.5,0.93,3.28,6.61,2.5,13.23,9.92,,3.85,1.26,8.8,3.41,3.52,3.28,1.41,1.99,11.0,,2.5,0,4.636666667,2.905,"Pinehurst, United States"
Bruchsal,Germany,11.59,63.22,8.43,4.21,4.21,3.16,3.03,2.11,0.99,2.11,2.16,2.7,13.75,8.23,20.72,2.46,1.68,2.02,0.83,2.28,0.94,1.3,0.53,5.27,0.57,1.58,0,2.053333333,1.3375,"Bruchsal, Germany"
Oranienburg,Germany,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,0,,,"Oranienburg, Germany"
Pearl City,United States,,,10.0,,7.0,5.25,,1.44,2.38,4.41,7.33,,12.13,,26.46,5.91,3.84,7.02,5.94,4.95,4.44,2.74,2.08,10.0,,3.0,0,5.59,4.5175,"Pearl City, United States"
Port Macquarie,Australia,33.98,135.92,10.19,4.76,6.12,3.06,2.38,1.7,1.36,1.7,6.8,4.76,6.12,10.19,12.91,4.08,6.12,4.08,6.12,4.08,3.4,2.72,2.04,13.59,6.18,6.12,0,4.76,4.08,"Port Macquarie, Australia"
Tupelo,United States,17.0,60.0,6.75,5.99,7.99,4.83,1.89,1.12,1.15,0.97,5.06,4.39,7.72,10.78,17.61,6.22,1.17,4.29,2.8,1.54,2.52,1.75,1.87,8.5,4.29,4.5,0,3.893333333,2.1525,"Tupelo, United States"
Biella,Italy,14.75,73.76,8.43,4.48,4.21,1.43,2.77,1.24,1.18,1.83,0.63,1.9,11.06,9.22,12.64,1.33,1.16,1.58,2.11,1.87,1.93,1.15,0.42,3.64,1.33,1.95,0,1.356666667,1.765,"Biella, Italy"
Dunakeszi,Hungary,6.43,30.85,4.37,1.47,1.67,1.63,0.9,0.79,0.72,0.97,1.25,1.85,9.43,4.46,11.83,1.11,1.11,1.29,4.37,0.98,0.84,1.02,0.32,3.86,0.69,1.27,0,1.17,1.8025,"Dunakeszi, Hungary"
Victoriaville,Canada,,,7.41,7.41,8.89,3.71,1.48,1.48,1.48,2.04,1.88,2.22,,3.71,,1.11,1.07,2.22,2.22,0.74,0.67,0.93,1.11,11.12,3.71,1.48,0,1.466666667,1.14,"Victoriaville, Canada"
Alcira,Spain,10.54,42.15,8.43,1.05,2.11,1.84,1.16,0.73,0.74,1.34,1.15,2.11,10.56,6.41,11.74,1.49,1.64,1.08,1.79,1.22,1.04,0.95,0.59,4.21,0.99,1.7,0,1.403333333,1.25,"Alcira, Spain"
Pine Bluff,United States,,,,,,,,,0.91,1.1,1.81,2.07,8.77,12.72,11.18,5.03,1.28,4.28,6.57,1.48,1.94,1.74,2.28,,,,0,3.53,2.9325,"Pine Bluff, United States"
Chateauroux,France,21.07,52.69,8.43,7.9,,2.63,2.28,2.81,0.92,1.9,1.74,3.54,,5.8,,2.95,1.84,3.37,3.69,2.11,1.58,1.58,0.76,8.43,2.11,,0,2.72,2.24,"Chateauroux, France"
Hilo,United States,20.0,75.0,11.0,4.0,8.5,6.0,3.5,3.0,1.66,6.57,4.17,3.72,12.98,12.48,16.52,4.93,3.19,5.12,9.24,3.36,5.28,3.2,2.19,12.0,,3.1,0,4.413333333,5.27,"Hilo, United States"
Hassi Messaoud,Algeria,2.17,14.47,1.81,1.08,1.45,0.72,0.58,0.22,0.94,0.36,1.45,1.3,3.62,5.06,13.02,2.53,2.89,1.45,0.72,0.58,0.43,0.36,0.14,21.7,1.45,2.17,0,2.29,0.5225,"Hassi Messaoud, Algeria"
Kaufbeuren,Germany,14.23,52.69,6.32,4.21,3.95,3.49,2.99,2.63,1.02,2.11,2.28,2.91,12.64,6.59,,2.63,1.86,2.37,2.03,1.05,0.94,1.05,0.42,5.27,0.85,1.26,0,2.286666667,1.2675,"Kaufbeuren, Germany"
Nadym,Russia,,,,,,,,,0.9,0.5,,,,,,,,,,,,,,9.0,,,0,,,"Nadym, Russia"
Turnhout,Belgium,15.81,63.22,9.48,3.79,4.48,3.34,2.53,2.37,0.86,2.05,1.97,2.82,12.64,9.35,17.21,2.39,1.62,2.5,2.51,1.42,1.23,1.02,1.0,5.27,1.21,2.37,0,2.17,1.545,"Turnhout, Belgium"
Lufkin,United States,22.5,47.5,8.25,3.25,5.0,4.0,1.62,1.25,1.04,2.02,2.58,4.25,12.38,12.7,17.47,6.59,3.12,2.6,6.15,3.31,2.27,1.99,1.64,15.0,3.26,3.99,0,4.103333333,3.43,"Lufkin, United States"
Etten-Leur,Netherlands,18.97,57.96,8.96,5.27,2.53,2.98,1.65,1.37,1.05,1.38,2.1,1.72,11.77,8.41,12.54,2.15,1.34,1.46,2.27,1.01,0.9,0.79,0.63,5.08,1.25,1.78,0,1.65,1.2425,"Etten-Leur, Netherlands"
Vernon,Canada,13.34,55.59,7.41,4.45,5.74,3.06,1.64,1.33,2.23,1.8,4.62,2.56,9.08,8.52,11.3,3.15,1.32,2.99,2.84,1.59,1.19,1.67,1.48,11.12,2.6,5.93,1,2.486666667,1.8225,"Vernon, Canada"
Wallingford,United States,28.0,69.5,8.5,5.75,5.0,4.25,2.58,1.62,1.04,2.89,4.08,1.99,17.64,9.58,16.07,4.39,1.59,3.28,4.4,1.98,3.66,2.87,1.75,15.0,2.06,3.0,0,3.086666667,3.2275,"Wallingford, United States"
Webster,United States,15.0,40.0,9.0,4.0,6.0,4.0,2.0,1.39,0.98,3.31,4.41,3.07,11.14,6.59,17.64,3.88,1.43,5.14,5.0,3.19,2.62,1.67,1.57,11.5,2.06,4.04,0,3.483333333,3.12,"Webster, United States"
Prostejov,Czech Republic,5.41,25.96,5.41,1.73,1.73,2.27,1.08,0.87,0.71,1.19,1.51,1.82,6.49,5.62,4.33,1.19,2.16,2.16,1.3,1.73,1.73,1.3,0.87,3.89,1.3,1.51,0,1.836666667,1.515,"Prostejov, Czech Republic"
Eureka,United States,12.5,50.0,9.5,6.5,5.0,4.5,1.79,0.92,1.28,4.51,4.0,3.37,9.63,12.49,18.46,4.93,1.76,4.73,6.11,3.28,2.88,1.73,1.3,12.0,2.53,2.8,0,3.806666667,3.5,"Eureka, United States"
Lombard,United States,,40.0,8.5,5.0,7.0,4.83,,1.75,,,4.41,,17.64,,,,1.52,6.61,,,,,,12.0,,,0,4.065,,"Lombard, United States"
Prescott,United States,15.0,55.0,10.4,4.5,6.0,4.14,1.95,1.16,0.86,3.05,3.87,4.12,10.54,11.54,16.48,3.93,1.4,3.86,3.83,2.54,2.17,1.54,1.72,11.0,2.46,3.4,0,3.063333333,2.52,"Prescott, United States"
Alghero,Italy,15.81,63.22,7.38,4.21,4.21,1.57,2.33,0.97,0.84,0.42,1.79,3.0,12.64,7.03,14.62,2.42,1.59,2.05,2.63,1.21,1.43,1.05,0.4,5.53,1.49,1.88,0,2.02,1.58,"Alghero, Italy"
Catacamas,Honduras,3.34,16.16,4.04,1.1,2.02,0.93,0.74,0.72,0.81,1.41,1.33,1.21,3.44,3.12,4.45,2.49,0.45,0.45,1.07,1.07,1.34,0.61,0.61,6.06,0.61,1.21,0,1.13,1.0225,"Catacamas, Honduras"
Sayreville,United States,30.0,60.0,9.32,6.0,8.0,4.83,2.0,2.0,,,3.96,,14.32,,,4.07,2.41,2.2,3.85,4.39,2.84,1.49,3.5,15.0,1.43,1.67,0,2.893333333,3.1425,"Sayreville, United States"
Pardes Hanna Karkur,Israel,17.62,102.76,14.68,8.81,8.22,3.82,2.94,2.26,1.8,2.79,2.7,3.81,14.36,10.96,20.45,3.64,2.29,1.83,1.82,1.36,1.22,1.69,1.32,11.74,2.86,3.45,0,2.586666667,1.5225,"Pardes Hanna Karkur, Israel"
Desert Hot Springs,United States,20.0,75.0,4.88,5.0,7.0,4.33,2.1,1.75,1.17,4.13,2.2,4.16,6.61,16.52,20.93,2.2,1.97,1.3,2.2,2.18,2.18,0.99,1.4,5.0,1.7,2.23,0,1.823333333,1.8875,"Desert Hot Springs, United States"
Baniyas,Syria,4.0,22.0,4.5,1.75,2.25,1.01,0.82,0.46,1.15,1.17,1.46,1.48,3.97,6.25,10.25,1.01,2.32,0.64,0.79,0.63,0.39,0.32,0.56,5.0,1.01,2.2,0,1.323333333,0.5325,"Baniyas, Syria"
Peachtree Corners,United States,,50.0,8.0,12.0,8.5,5.5,,1.75,0.86,2.76,,3.5,,13.23,,8.82,,,,,,,,,,,0,8.82,,"Peachtree Corners, United States"
Adrian,United States,17.5,45.0,7.0,3.75,3.62,3.86,2.25,1.35,0.66,2.36,1.39,2.66,6.81,9.83,15.08,2.83,0.97,3.73,3.7,3.15,1.96,1.64,1.4,18.0,1.36,1.25,0,2.51,2.6125,"Adrian, United States"
Goose Creek,United States,20.0,60.0,8.0,4.0,6.0,4.32,1.9,1.53,0.84,2.77,2.65,3.06,8.82,16.03,17.96,2.87,1.19,2.65,2.87,2.76,2.2,1.64,2.19,12.75,2.92,3.5,0,2.236666667,2.3675,"Goose Creek, United States"
Pontes e Lacerda,Brazil,,,,,,,,,0.57,,2.11,1.3,2.3,2.87,6.71,2.68,2.49,2.68,3.26,2.87,2.49,0.96,0.57,5.75,1.92,2.3,0,2.616666667,2.395,"Pontes e Lacerda, Brazil"
Westfield,United States,,35.0,8.5,,15.0,3.9,,1.5,0.92,2.85,2.18,3.49,13.87,18.73,8.82,3.63,1.41,4.96,5.49,3.51,3.63,2.09,1.5,20.0,1.79,1.5,0,3.333333333,3.68,"Westfield, United States"
Dilbeek,Belgium,16.86,81.67,8.93,4.21,4.48,3.31,2.7,2.42,0.73,1.69,1.99,1.45,4.19,9.89,14.15,2.41,1.75,2.1,0.94,1.18,0.9,1.02,0.41,6.85,1.2,2.96,0,2.086666667,1.01,"Dilbeek, Belgium"
Civitanova Marche,Italy,15.81,52.69,9.22,5.27,3.16,1.65,2.24,1.05,1.26,1.84,1.16,2.66,13.17,6.8,8.9,2.21,2.0,2.58,3.99,0.84,2.04,0.95,0.37,6.32,2.11,3.16,0,2.263333333,1.955,"Civitanova Marche, Italy"
Klamath Falls,United States,23.0,,7.75,3.0,6.0,3.83,,1.33,1.19,6.61,2.43,6.5,20.39,,,2.76,1.68,2.18,3.51,1.41,1.48,1.83,1.2,10.0,1.71,2.45,0,2.206666667,2.0575,"Klamath Falls, United States"
Brea,United States,20.0,100.0,8.0,5.5,7.5,5.0,2.67,1.68,1.06,3.37,5.7,3.5,13.87,10.28,15.98,4.96,1.64,4.29,5.68,2.64,2.42,1.81,1.75,10.5,2.86,2.88,0,3.63,3.1375,"Brea, United States"
Tiel,Netherlands,7.9,31.61,7.11,5.27,3.69,2.77,2.28,1.63,1.09,1.98,2.06,1.92,11.77,7.37,22.91,2.75,1.35,1.48,2.34,0.82,0.94,0.79,0.63,5.53,1.25,1.85,0,1.86,1.2225,"Tiel, Netherlands"
Ciechanow,Poland,5.07,18.03,5.63,2.25,2.25,1.58,0.68,1.35,0.66,0.81,0.68,2.16,5.92,4.51,7.18,0.68,1.04,0.68,0.68,0.62,0.68,0.9,0.32,4.73,0.79,1.18,0,0.8,0.72,"Ciechanow, Poland"
Bihac,Bosnia And Herzegovina,3.23,26.88,3.23,1.08,1.34,0.81,0.86,0.59,0.57,0.58,1.08,1.94,8.42,5.73,7.08,0.79,1.22,1.12,0.9,0.52,0.54,0.4,0.59,3.23,0.6,0.97,0,1.043333333,0.59,"Bihac, Bosnia And Herzegovina"
Prerov,Czech Republic,6.49,34.61,6.49,1.84,1.73,2.62,1.51,1.19,0.88,1.22,1.8,1.94,10.24,6.49,10.81,1.51,1.48,1.52,2.36,0.93,0.87,0.87,0.63,5.19,0.78,1.57,0,1.503333333,1.2575,"Prerov, Czech Republic"
Stevens Point,United States,13.5,55.0,9.5,4.0,5.0,4.58,2.5,1.58,0.82,2.94,7.72,3.17,9.92,11.02,12.13,5.36,2.34,4.55,7.17,1.92,4.41,2.73,1.75,10.0,1.61,1.75,0,4.083333333,4.0575,"Stevens Point, United States"
Heist-op-den-Berg,Belgium,14.75,68.49,9.22,3.42,2.9,2.9,2.63,2.0,1.0,1.34,2.21,2.53,11.04,10.05,14.47,2.31,1.2,1.58,2.31,1.58,0.87,0.94,0.62,5.27,2.03,0.97,0,1.696666667,1.425,"Heist-op-den-Berg, Belgium"
Zvolen,Slovakia,5.53,21.07,6.32,1.58,1.84,1.79,1.12,1.09,0.76,0.82,1.32,2.61,9.96,5.68,12.07,1.51,1.65,2.11,2.39,0.98,0.89,1.05,0.57,4.21,0.84,0.63,0,1.756666667,1.3275,"Zvolen, Slovakia"
Avezzano,Italy,12.64,45.31,8.75,5.01,3.95,1.26,2.63,1.05,1.16,1.9,2.21,3.16,10.54,7.27,12.64,2.11,1.7,2.03,2.11,0.84,0.84,1.05,0.39,6.32,1.12,2.46,0,1.946666667,1.21,"Avezzano, Italy"
Charlottetown,Canada,18.53,64.85,7.41,4.45,4.82,2.89,1.72,1.58,2.11,2.28,3.84,3.34,10.0,11.07,13.0,6.65,1.43,6.91,5.49,3.02,3.55,2.96,1.49,12.6,2.41,2.82,1,4.996666667,3.755,"Charlottetown, Canada"
Hwange,Zimbabwe,9.25,20.0,6.75,1.5,,2.25,0.5,,1.75,1.15,1.45,2.0,12.0,3.0,7.5,2.0,1.3,1.4,1.2,1.1,0.9,0.4,1.1,8.0,1.0,3.0,0,1.566666667,0.9,"Hwange, Zimbabwe"
Egg Harbor,United States,6.0,55.0,11.0,,,4.5,2.0,1.5,1.07,3.19,2.03,3.0,14.33,19.84,8.82,,,,,2.2,,1.0,,10.0,,,0,,1.6,"Egg Harbor, United States"
Hutchinson,United States,,60.0,9.35,4.0,5.0,4.5,,1.69,0.79,2.63,4.14,,7.67,,,2.6,0.99,2.56,4.34,1.5,1.5,1.27,2.08,25.0,,5.0,0,2.05,2.1525,"Hutchinson, United States"
Mascouche,Canada,12.23,76.71,7.41,4.08,6.67,2.41,1.48,1.28,1.48,1.48,3.71,2.22,19.14,6.67,18.26,1.48,1.48,1.48,2.96,2.96,1.48,2.22,1.53,11.86,2.52,1.48,0,1.48,2.405,"Mascouche, Canada"
Salaberry-de-Valleyfield,Canada,13.34,66.7,8.15,4.45,4.82,3.39,1.59,1.46,2.59,2.12,3.28,2.67,8.77,9.42,10.38,3.45,1.12,2.43,2.22,1.59,1.75,1.79,2.96,11.12,2.51,1.48,0,2.333333333,1.8375,"Salaberry-de-Valleyfield, Canada"
Puyallup,United States,12.0,65.0,10.5,7.0,6.0,5.21,2.48,1.94,1.12,3.86,5.0,2.75,17.09,14.78,17.45,4.39,1.65,3.73,6.26,2.18,3.23,2.38,2.0,9.99,2.14,3.24,0,3.256666667,3.5125,"Puyallup, United States"
Macerata,Italy,21.07,73.76,8.96,5.8,3.69,1.65,2.11,1.05,1.3,0.79,1.16,2.66,13.35,6.8,22.13,3.16,3.16,2.63,2.11,0.84,2.11,0.95,0.21,5.27,2.11,1.84,0,2.983333333,1.5025,"Macerata, Italy"
Ansbach,Germany,8.36,34.25,6.32,3.16,3.16,2.11,2.99,2.81,1.02,1.05,2.28,2.31,12.64,6.59,,2.11,1.05,1.68,2.03,1.05,0.94,1.05,1.05,5.27,0.56,1.26,0,1.613333333,1.2675,"Ansbach, Germany"
San Dona di Piave,Italy,17.91,73.76,7.27,5.27,5.27,1.26,2.63,1.05,,,,,,,,,,,,,,,,,,,0,,,"San Dona di Piave, Italy"
Rouyn-Noranda,Canada,9.26,59.29,8.52,3.89,4.45,3.09,2.22,1.36,1.76,2.64,3.31,2.59,11.72,8.95,15.96,4.39,1.45,4.0,4.08,2.75,2.0,1.73,1.24,11.12,2.97,2.87,0,3.28,2.64,"Rouyn-Noranda, Canada"
Bacong,Philippines,2.69,17.94,3.59,,,,,,1.72,1.18,0.9,1.61,,3.23,5.47,,,,,1.7,,,,4.93,,,0,,1.7,"Bacong, Philippines"
Urbana,United States,18.0,47.5,7.5,5.0,6.0,4.33,1.72,1.59,0.85,2.9,2.34,1.8,10.47,7.34,14.17,4.23,1.32,4.96,3.44,3.31,3.17,1.64,1.62,8.0,2.19,2.07,0,3.503333333,2.89,"Urbana, United States"
Qapshaghay,Kazakhstan,4.78,15.94,3.72,0.9,1.81,1.75,0.48,0.32,,,,,,,,,,,,,,,,,,,0,,,"Qapshaghay, Kazakhstan"
Greenock,United Kingdom,11.07,43.05,6.57,4.0,4.92,2.77,2.21,1.35,0.85,1.02,0.95,2.07,3.08,7.37,7.21,1.48,1.21,1.82,2.09,1.21,1.19,0.64,0.8,8.6,1.06,1.22,0,1.503333333,1.2825,"Greenock, United Kingdom"
Beverly,United States,18.0,65.0,8.0,5.0,4.0,3.5,2.24,1.75,1.06,2.4,2.99,2.96,8.82,10.41,12.18,3.33,1.55,2.93,5.02,2.18,2.18,1.5,1.75,14.5,2.03,2.33,0,2.603333333,2.72,"Beverly, United States"
Puerto Galera,Philippines,2.69,8.97,2.51,0.9,1.35,0.9,0.66,0.39,1.72,1.79,0.75,2.08,,1.44,2.69,0.9,1.08,0.9,0.72,1.08,1.17,1.26,0.72,4.49,,0.9,0,0.96,1.0575,"Puerto Galera, Philippines"
Qiryat Mozqin,Israel,22.75,46.98,17.62,8.81,11.74,4.11,1.76,1.83,1.73,,,4.23,,,,2.35,,,1.47,,,,,14.68,,,0,2.35,1.47,"Qiryat Mozqin, Israel"
Hobbs,United States,12.0,45.0,7.75,4.38,5.62,6.5,2.0,0.99,,,2.2,,11.02,,,11.02,4.41,8.82,6.61,6.61,6.61,2.0,2.0,20.0,,,0,8.083333333,5.4575,"Hobbs, United States"
McMinnville,United States,20.0,45.0,7.0,4.75,6.0,4.03,2.12,1.99,1.04,3.69,5.66,4.0,11.15,6.89,7.55,4.95,2.04,4.59,5.28,3.23,2.51,1.76,1.91,15.0,4.07,4.38,0,3.86,3.195,"McMinnville, United States"
Sassuolo,Italy,15.81,63.22,8.43,5.27,4.21,1.52,2.56,0.99,1.41,1.86,1.72,3.66,16.59,9.69,14.39,2.46,2.05,2.42,2.47,1.6,1.45,1.38,0.7,6.22,1.52,2.01,0,2.31,1.725,"Sassuolo, Italy"
Medianeira,Brazil,5.75,22.99,,,,1.53,1.53,0.77,,,,,,,,,,,,,0.96,,,9.58,0.57,0.96,0,,0.96,"Medianeira, Brazil"
Grove City,United States,30.0,100.0,14.0,3.0,5.0,2.0,2.15,0.99,0.92,2.76,1.1,,6.61,,33.07,,,,,,,,,,,,0,,,"Grove City, United States"
Timmins,Canada,14.82,59.29,8.89,3.34,4.45,2.78,1.91,1.05,1.99,2.04,2.48,2.49,5.48,9.75,12.85,2.09,1.63,3.14,3.94,1.7,4.01,1.58,1.73,11.12,1.96,2.59,0,2.286666667,2.8075,"Timmins, Canada"
Schwabach,Germany,8.43,42.68,7.38,4.21,3.16,3.24,2.81,2.18,0.76,2.1,1.99,2.52,10.43,8.45,14.75,2.1,1.15,1.42,0.83,0.63,1.68,1.04,0.2,4.2,0.6,0.71,0,1.556666667,1.045,"Schwabach, Germany"
Wentzville,United States,,34.0,5.25,,4.5,4.0,,1.25,,,,,,,,,,,,,,,,,,,0,,,"Wentzville, United States"
North Brunswick,United States,22.5,60.0,6.99,,3.0,2.0,1.5,1.99,,,15.43,,13.23,,22.05,6.61,2.2,11.02,13.23,6.61,,4.0,5.0,8.0,,2.0,0,6.61,7.946666667,"North Brunswick, United States"
Cantu,Italy,15.81,63.22,7.38,5.27,4.74,1.5,2.11,1.23,1.12,2.0,2.11,2.81,11.59,9.17,17.9,1.69,1.26,1.37,1.9,0.42,1.53,1.02,0.49,5.74,1.58,1.42,0,1.44,1.2175,"Cantu, Italy"
Weslaco,United States,10.0,45.0,7.0,6.75,3.0,4.5,1.5,1.5,0.91,2.66,2.75,2.24,7.72,7.68,15.38,4.74,1.55,3.87,2.69,1.79,1.97,1.36,1.5,13.5,1.96,2.12,0,3.386666667,1.9525,"Weslaco, United States"
Ladispoli,Italy,21.07,42.15,6.85,2.63,2.63,1.26,1.58,1.05,1.05,1.58,2.63,3.79,12.64,7.9,15.28,1.48,2.11,1.58,,1.26,2.11,0.84,0.42,3.16,1.05,2.63,0,1.723333333,1.403333333,"Ladispoli, Italy"
Zanesville,United States,8.0,54.0,7.5,3.5,3.0,3.79,2.36,1.27,0.83,2.68,2.72,3.0,6.06,12.87,8.7,4.1,1.52,3.97,4.5,3.15,2.29,1.79,1.87,15.0,3.57,4.0,0,3.196666667,2.9325,"Zanesville, United States"
Catonsville,United States,35.0,60.0,12.0,,,,,2.0,,,,,,,,,,,,,,,,,,,0,,,"Catonsville, United States"
Coppell,United States,,,7.5,,4.5,3.98,,1.0,,,6.47,,8.58,,,10.03,2.18,2.76,2.18,1.3,1.08,1.29,1.99,18.0,,1.5,0,4.99,1.4625,"Coppell, United States"
Antequera,Spain,8.43,,7.38,2.63,2.63,1.58,1.58,1.05,1.37,1.05,1.05,2.53,21.07,12.64,15.81,1.58,2.11,1.79,1.58,1.37,1.58,0.53,0.84,12.64,1.58,1.79,0,1.826666667,1.265,"Antequera, Spain"
Moline,United States,12.75,50.0,7.0,6.0,7.0,1.0,1.85,1.4,1.19,8.82,3.67,4.0,7.35,6.61,6.61,4.52,1.84,2.2,2.98,1.53,5.47,1.5,1.38,12.0,1.07,1.05,0,2.853333333,2.87,"Moline, United States"
Chaves,Portugal,6.32,25.29,6.27,1.69,1.58,1.24,1.65,0.98,0.55,1.18,0.93,1.91,6.32,5.44,6.85,1.69,1.44,1.19,2.42,1.72,0.84,1.84,0.63,3.16,0.76,1.37,0,1.44,1.705,"Chaves, Portugal"
Compiegne,France,31.61,,12.64,4.21,2.11,3.16,3.16,1.05,1.0,2.3,0.95,3.48,15.81,12.64,19.97,2.63,3.16,1.95,2.63,1.58,1.37,2.63,1.21,5.27,1.92,3.16,0,2.58,2.0525,"Compiegne, France"
Delaware,United States,,70.0,7.0,,4.75,4.47,,1.62,,1.65,4.4,,10.28,,9.37,3.67,1.34,4.56,4.44,3.96,2.05,1.35,1.66,8.0,2.0,3.0,0,3.19,2.95,"Delaware, United States"
Jarvenpaa,Finland,13.7,105.37,8.38,8.43,8.43,3.69,3.69,3.16,1.11,2.37,4.48,3.37,6.85,6.32,10.54,4.21,4.21,4.21,7.38,2.63,3.16,1.58,2.63,8.43,,3.16,0,4.21,3.6875,"Jarvenpaa, Finland"
Manassas,United States,18.5,82.5,8.25,5.75,6.5,4.62,1.71,1.8,0.89,2.59,4.08,1.93,8.8,6.75,18.44,4.84,1.1,3.96,4.73,2.97,3.84,1.92,2.39,12.0,2.14,1.5,0,3.3,3.365,"Manassas, United States"
