City,Country,Inexpensive Meal,Midrange Meal For 2,McMeal,Domestic Beer (at restaurant),Imported Beer (at restaurant),Cappuccino (at restaurant),Soft Drink (at restaurant),Water (at restaurant),Milk (at Grocery),White Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Bananas,Oranges,Tomato,Potato,Onion,Lettuce,Water (at Grocery),Wine (at Grocery),Domestic Beer (at Grocery),Imported Beer (at Grocery),City/Country,Avg_Fruit,Avg_Veg,year,data_quality
Warrington,United Kingdom,14.76,61.5,7.38,5.54,4.46,3.09,2.06,1.64,1.06,1.13,1.48,2.08,5.65,6.3,8.2,2.52,1.08,2.05,,1.34,1.16,0.68,0.44,7.38,2.04,2.21,"Warrington, United Kingdom",1.883333333,1.06,2022,1.0
Haarlem,Netherlands,18.44,71.13,12.38,5.53,4.74,3.65,3.24,2.95,1.09,2.11,1.9,2.06,11.88,8.44,28.17,2.85,1.35,1.47,2.7,1.08,0.94,0.82,0.63,6.31,1.25,1.81,"Haarlem, Netherlands",1.89,1.385,2022,1.0
Patra,Greece,10.54,36.88,6.32,3.16,4.74,3.51,1.82,0.53,1.27,1.02,2.24,3.89,9.19,7.6,10.88,1.88,1.66,1.28,1.89,0.99,0.93,0.83,1.04,7.38,2.15,2.77,"Patra, Greece",1.606666667,1.16,2022,1.0
Grenoble,France,14.23,52.69,9.48,5.53,5.27,2.95,2.69,1.64,1.16,1.96,2.26,2.98,20.62,10.76,19.87,2.63,2.07,2.36,2.91,1.56,2.05,1.2,1.07,7.38,2.21,2.55,"Grenoble, France",2.353333333,1.93,2022,1.0
Perugia,Italy,13.7,52.69,8.43,5.01,3.16,1.46,1.72,0.85,0.84,1.41,2.12,2.65,12.64,8.52,14.66,1.62,1.58,1.62,2.28,1.2,1.6,1.24,0.6,5.27,1.63,1.28,"Perugia, Italy",1.606666667,1.58,2022,1.0
Klaipeda,Lithuania,7.38,31.61,6.32,4.21,3.16,2.66,1.9,1.51,1.17,1.26,1.75,2.22,8.87,5.54,9.3,1.01,1.11,1.21,1.95,0.48,0.56,1.69,0.79,7.38,1.16,1.48,"Klaipeda, Lithuania",1.11,1.17,2022,1.0
Oshawa,Canada,16.68,63.66,8.89,3.71,4.82,3.15,1.38,1.17,3.12,2.02,3.26,2.6,14.82,12.23,9.63,2.91,1.28,3.95,2.65,4.56,4.08,2.18,1.61,11.12,2.79,4.82,"Oshawa, Canada",2.713333333,3.3675,2022,1.0
Osnabruck,Germany,11.59,47.42,8.43,4.11,3.95,3.03,3.11,2.54,1.0,2.19,2.02,3.76,11.17,7.95,13.17,2.83,1.75,2.55,1.76,1.11,1.32,1.32,0.45,5.27,0.78,1.37,"Osnabruck, Germany",2.376666667,1.3775,2022,1.0
Odense,Denmark,21.26,113.4,11.98,6.8,6.38,5.83,3.7,3.26,1.7,3.56,2.3,4.18,12.8,12.29,15.84,3.79,4.27,4.52,4.16,2.75,2.04,1.92,1.29,7.8,1.82,2.24,"Odense, Denmark",4.193333333,2.7175,2022,1.0
Ramat Gan,Israel,20.55,88.08,17.18,7.63,8.37,4.4,2.85,2.26,1.87,3.06,2.81,4.08,16.48,10.72,21.24,3.57,2.65,2.24,2.41,1.67,1.42,2.08,2.28,14.68,3.02,3.23,"Ramat Gan, Israel",2.82,1.895,2022,1.0
Huddersfield,United Kingdom,12.3,67.65,6.46,3.94,4.92,3.06,1.38,0.77,1.25,0.99,1.35,2.31,7.01,6.15,10.76,2.15,1.32,2.06,2.13,1.0,1.0,0.56,1.13,8.0,1.55,1.88,"Huddersfield, United Kingdom",1.843333333,1.1725,2022,1.0
Mostar,Bosnia And Herzegovina,5.11,27.55,4.84,1.61,1.61,1.48,1.48,1.08,0.86,0.78,1.72,2.05,8.81,6.62,9.45,1.16,1.52,1.76,1.6,0.74,0.68,0.62,0.78,6.85,1.22,1.36,"Mostar, Bosnia And Herzegovina",1.48,0.91,2022,1.0
Reading,United Kingdom,24.6,73.8,7.07,4.92,4.92,3.68,1.91,1.31,1.21,1.46,1.88,2.92,5.77,6.55,11.61,2.9,1.99,3.53,2.94,1.62,1.22,1.03,1.08,9.84,2.17,2.68,"Reading, United Kingdom",2.806666667,1.7025,2022,1.0
Enschede,Netherlands,15.81,63.22,9.75,6.32,3.95,3.21,2.47,2.27,1.11,1.96,2.65,1.87,11.77,8.57,27.43,2.84,1.36,1.47,2.65,1.05,0.94,0.79,0.69,6.31,1.25,1.81,"Enschede, Netherlands",1.89,1.3575,2022,1.0
Darmstadt,Germany,20.55,57.96,8.43,4.21,4.21,3.49,2.98,2.54,1.47,3.72,2.69,3.45,26.27,8.23,20.72,3.35,1.92,2.63,0.83,2.77,1.38,1.6,0.95,5.27,0.57,1.92,"Darmstadt, Germany",2.633333333,1.645,2022,1.0
Gaziantep,Turkey,3.22,16.1,4.02,1.5,1.88,1.62,0.66,0.2,0.75,0.32,1.09,1.22,4.18,3.08,8.05,0.49,0.97,0.43,0.73,0.45,0.35,0.56,0.22,5.37,1.38,2.01,"Gaziantep, Turkey",0.63,0.5225,2022,1.0
Arad,Romania,5.46,25.69,4.82,1.71,2.03,1.68,1.25,1.2,1.39,1.02,1.07,2.57,6.42,4.98,12.84,0.74,1.07,1.12,1.71,0.57,0.58,0.64,0.56,6.42,0.95,1.36,"Arad, Romania",0.976666667,0.875,2022,1.0
Heidelberg,Germany,15.81,60.59,10.54,4.21,3.48,3.19,2.58,2.21,1.12,2.26,2.33,2.84,10.22,7.63,14.45,2.93,1.77,2.18,1.3,1.51,0.96,1.74,0.59,5.8,0.58,2.24,"Heidelberg, Germany",2.293333333,1.3775,2022,1.0
Szeged,Hungary,5.4,32.14,5.14,1.03,1.54,1.41,0.94,0.74,0.85,1.13,1.24,2.02,8.33,4.51,9.9,1.38,1.45,1.61,2.5,0.98,0.8,0.98,0.34,4.76,0.78,1.36,"Szeged, Hungary",1.48,1.315,2022,1.0
Konya,Turkey,2.55,13.42,3.49,1.61,1.94,1.49,0.5,0.22,0.66,0.37,1.07,1.0,3.14,2.93,7.19,0.57,1.19,0.71,0.99,0.36,0.23,0.84,0.29,6.44,1.95,2.28,"Konya, Turkey",0.823333333,0.605,2022,1.0
Amersfoort,Netherlands,16.86,68.49,10.54,5.27,4.48,3.1,2.77,2.05,1.07,1.99,1.69,1.72,11.75,8.67,28.97,2.73,1.35,1.42,2.77,1.01,0.94,0.79,1.0,6.31,1.38,2.11,"Amersfoort, Netherlands",1.833333333,1.3775,2022,1.0
Salzburg,Austria,15.28,63.22,9.48,4.64,4.21,3.81,3.58,2.94,1.41,2.17,1.67,3.84,17.91,10.08,12.22,2.5,1.86,3.24,3.31,2.08,1.32,1.09,0.62,6.32,1.08,1.35,"Salzburg, Austria",2.533333333,1.95,2022,1.0
Batumi,Georgia,7.39,25.88,6.65,1.11,1.85,2.13,0.68,0.32,1.68,0.79,1.97,2.4,6.32,5.99,8.79,1.3,1.6,1.52,1.65,0.63,0.68,1.94,0.57,5.55,1.16,1.85,"Batumi, Georgia",1.473333333,1.225,2022,1.0
Pitesti,Romania,8.56,26.76,5.99,1.39,2.57,1.78,1.57,1.21,1.28,0.96,1.06,2.18,5.31,5.67,7.39,0.96,1.35,1.34,2.73,0.64,0.66,0.68,0.6,4.28,0.87,1.52,"Pitesti, Romania",1.216666667,1.1775,2022,1.0
Cagliari,Italy,15.81,63.22,8.43,4.21,4.21,1.57,2.33,0.97,1.15,2.26,2.5,3.0,15.15,9.29,14.62,2.42,1.59,2.05,2.86,1.21,1.43,1.58,0.4,5.53,1.49,1.88,"Cagliari, Italy",2.02,1.77,2022,1.0
Oxford,United Kingdom,15.38,61.5,7.69,6.15,6.15,3.52,1.94,1.77,1.31,1.1,2.12,2.53,9.66,9.49,14.76,2.74,1.41,2.58,2.12,1.14,1.14,0.71,1.01,9.84,2.65,3.04,"Oxford, United Kingdom",2.243333333,1.2775,2022,1.0
Regensburg,Germany,12.64,44.78,8.43,3.9,3.95,3.64,2.63,2.28,1.06,1.63,2.05,2.37,9.96,7.21,8.69,2.46,1.68,2.23,1.35,2.32,1.33,1.4,0.34,5.8,0.56,1.36,"Regensburg, Germany",2.123333333,1.6,2022,1.0
Newcastle,Australia,14.27,74.75,8.15,5.78,5.44,3.34,2.49,2.06,1.25,2.32,1.48,3.96,8.89,7.22,12.23,3.14,2.33,2.55,5.05,2.11,1.8,2.03,1.2,10.19,4.47,3.83,"Newcastle, Australia",2.673333333,2.7475,2022,1.0
Sunnyvale,United States,20.0,80.0,10.0,6.25,6.5,4.5,4.25,1.25,1.32,4.38,7.16,4.33,12.49,8.8,16.52,5.03,2.48,3.83,4.17,2.6,3.4,1.57,2.37,17.5,3.93,2.83,"Sunnyvale, United States",3.78,2.935,2022,1.0
Miskolc,Hungary,6.43,30.85,4.63,1.16,1.54,1.2,1.05,0.81,0.81,0.96,1.01,2.02,10.99,4.06,9.86,1.29,1.21,1.52,2.06,0.75,0.79,0.71,0.28,2.57,0.81,1.07,"Miskolc, Hungary",1.34,1.0775,2022,1.0
Paderborn,Germany,11.59,84.3,7.9,3.69,2.9,3.03,2.54,2.24,0.93,2.46,2.24,3.04,19.71,8.13,21.07,2.71,1.61,2.27,2.15,2.28,1.15,2.11,0.8,5.27,0.56,2.04,"Paderborn, Germany",2.196666667,1.9225,2022,1.0
Kragujevac,Serbia,4.49,21.99,5.21,1.62,2.2,1.28,1.25,0.88,0.88,0.46,1.59,1.61,4.51,5.0,7.05,0.63,1.29,1.11,0.94,0.55,0.46,0.39,0.4,4.49,0.53,0.91,"Kragujevac, Serbia",1.01,0.585,2022,1.0
Rimini,Italy,15.81,63.22,8.43,5.27,4.21,1.85,3.07,1.05,1.19,2.36,2.07,2.81,11.92,9.99,16.84,1.97,1.99,2.04,2.37,1.3,1.52,1.28,0.39,5.27,1.16,1.54,"Rimini, Italy",2.0,1.6175,2022,1.0
Gloucester,United Kingdom,13.53,67.65,6.15,3.69,4.61,3.65,2.25,1.62,1.29,1.23,0.98,2.82,6.7,7.46,6.46,2.56,1.08,2.28,,1.44,1.18,0.88,1.54,8.0,2.13,2.34,"Gloucester, United Kingdom",1.973333333,1.166666667,2022,1.0
Arnhem,Netherlands,17.91,52.69,9.48,5.27,4.21,3.08,2.44,2.24,1.03,1.83,2.1,1.89,11.49,8.29,25.9,2.71,1.35,1.43,2.69,1.02,0.96,0.79,0.81,5.79,1.21,1.51,"Arnhem, Netherlands",1.83,1.365,2022,1.0
Marbella,Spain,11.59,94.84,8.43,3.16,4.21,3.56,2.58,1.5,1.04,0.89,2.17,1.96,10.36,6.2,7.26,2.44,1.98,1.33,2.4,1.84,1.29,0.87,0.67,3.95,0.65,1.29,"Marbella, Spain",1.916666667,1.6,2022,1.0
Sibiu,Romania,6.42,32.11,5.14,1.5,1.93,1.78,1.07,1.03,1.25,0.95,1.28,1.78,5.94,5.06,8.26,0.82,1.17,1.28,1.5,0.51,0.66,0.65,0.57,5.35,0.95,1.43,"Sibiu, Romania",1.09,0.83,2022,1.0
Bellevue,United States,30.0,80.0,9.0,6.0,7.0,5.11,2.33,1.78,0.99,3.7,5.51,4.56,14.59,15.43,15.42,4.4,2.47,4.94,4.83,2.69,3.46,2.32,1.36,16.5,2.14,4.56,"Bellevue, United States",3.936666667,3.325,2022,1.0
Salamanca,Spain,12.64,54.79,11.06,2.11,3.69,1.74,2.32,1.69,0.96,1.61,1.13,2.62,14.28,7.56,10.82,1.62,1.34,1.98,1.59,1.24,1.55,1.02,0.55,4.48,1.12,2.63,"Salamanca, Spain",1.646666667,1.35,2022,1.0
Dundee,United Kingdom,14.76,61.5,8.0,5.23,5.84,3.41,1.73,1.43,1.07,1.16,1.41,2.4,6.56,6.87,8.76,2.46,1.54,2.07,2.01,1.37,1.2,1.01,1.66,7.38,2.69,4.41,"Dundee, United Kingdom",2.023333333,1.3975,2022,1.0
Bacau,Romania,8.56,38.53,5.57,1.28,1.28,1.57,1.36,1.14,1.33,0.75,1.48,2.63,5.35,5.11,9.37,0.92,1.21,1.21,2.28,0.5,0.52,0.54,0.58,5.35,0.94,1.32,"Bacau, Romania",1.113333333,0.96,2022,1.0
Cairns,Australia,15.97,67.28,10.19,5.78,5.1,3.57,2.21,2.29,1.3,1.95,1.68,3.35,10.65,7.65,28.32,3.31,2.45,2.55,8.32,2.17,1.9,2.54,4.76,11.55,4.11,3.42,"Cairns, Australia",2.77,3.7325,2022,1.0
Newport,United Kingdom,15.38,52.28,7.38,4.31,4.31,3.03,1.44,1.17,1.35,1.35,1.76,2.98,7.32,6.46,7.38,2.03,1.35,2.91,2.32,1.98,1.44,1.08,1.17,7.38,1.73,3.0,"Newport, United Kingdom",2.096666667,1.705,2022,1.0
Larisa,Greece,13.7,31.61,8.43,5.01,4.21,3.13,1.65,0.53,1.3,1.07,1.99,4.27,9.56,7.53,10.39,1.52,1.58,0.93,1.75,0.9,0.91,1.1,0.76,6.85,1.37,2.28,"Larisa, Greece",1.343333333,1.165,2022,1.0
Okinawa,Japan,6.33,29.78,5.96,3.71,3.71,3.32,1.57,1.14,1.56,2.51,3.57,1.57,12.95,11.49,18.07,6.13,4.37,4.78,4.66,3.79,2.16,1.48,0.95,11.17,2.45,3.15,"Okinawa, Japan",5.093333333,3.0225,2022,1.0
Coimbra,Portugal,8.43,36.88,7.11,1.58,2.0,1.33,1.39,1.02,0.73,1.2,1.19,1.81,7.11,5.62,10.54,1.62,1.15,1.41,1.53,0.93,1.09,0.85,0.81,4.21,1.19,2.63,"Coimbra, Portugal",1.393333333,1.1,2022,1.0
Aix-en-Provence,France,18.97,73.76,10.54,6.32,6.32,3.56,3.34,2.04,1.14,2.19,1.31,3.02,12.79,10.89,15.81,2.17,1.7,2.34,2.62,1.76,2.47,1.34,0.76,8.43,3.16,2.63,"Aix-en-Provence, France",2.07,2.0475,2022,1.0
Preston,United Kingdom,12.3,44.72,7.38,4.55,4.31,3.79,1.51,1.19,1.26,1.15,1.76,2.61,6.56,6.1,10.61,2.44,1.16,2.38,3.38,1.39,1.55,0.86,1.49,10.46,3.18,3.9,"Preston, United Kingdom",1.993333333,1.795,2022,1.0
Tetovo,North Macedonia,3.4,16.98,3.4,1.27,1.7,0.96,0.85,0.59,0.9,0.52,1.05,1.68,4.41,3.79,7.44,0.82,1.02,0.9,1.19,0.56,0.53,0.38,0.42,2.55,0.74,0.87,"Tetovo, North Macedonia",0.913333333,0.665,2022,1.0
Lausanne,Switzerland,26.71,117.53,16.03,8.55,6.94,5.26,4.27,4.13,1.79,3.01,3.25,6.53,22.47,28.07,59.97,4.26,2.59,2.85,4.32,1.88,2.29,2.26,1.16,14.96,2.96,3.55,"Lausanne, Switzerland",3.233333333,2.6875,2022,1.0
Kelowna,Canada,11.12,61.14,8.89,5.19,5.19,3.71,1.76,1.67,1.93,2.25,2.91,3.3,10.2,10.69,13.57,3.24,1.22,3.09,3.22,2.02,1.81,2.32,1.82,13.34,2.83,3.64,"Kelowna, Canada",2.516666667,2.3425,2022,1.0
Middlesbrough,United Kingdom,12.3,52.28,7.38,5.54,4.61,3.3,1.57,1.18,1.19,1.15,1.27,2.2,5.41,5.42,8.32,2.09,1.8,1.74,2.44,1.28,1.08,0.83,1.34,9.53,2.95,3.21,"Middlesbrough, United Kingdom",1.876666667,1.4075,2022,1.0
Vlore,Albania,4.51,22.53,3.15,1.8,1.8,1.24,1.15,0.53,1.27,0.51,1.14,2.24,6.01,5.43,8.14,0.68,1.62,0.67,0.79,0.58,0.49,0.49,0.45,4.51,1.03,1.12,"Vlore, Albania",0.99,0.5875,2022,1.0
Pecs,Hungary,5.91,36.0,4.63,1.29,1.8,1.57,1.12,0.85,0.8,1.06,1.12,1.39,7.2,4.01,8.73,1.25,1.25,1.35,3.26,0.77,0.87,1.67,0.33,3.34,0.7,1.09,"Pecs, Hungary",1.283333333,1.6425,2022,1.0
Coquitlam,Canada,14.82,53.73,8.52,5.19,5.93,3.34,1.67,1.5,1.9,1.51,3.34,3.18,8.89,11.35,12.23,2.78,1.61,3.2,4.27,1.25,3.19,1.95,1.46,14.82,1.85,1.85,"Coquitlam, Canada",2.53,2.665,2022,1.0
Bat Yam,Israel,23.49,66.06,18.35,9.98,7.63,3.35,3.23,2.35,1.92,3.67,3.67,3.91,17.25,13.21,19.28,3.15,2.34,1.82,1.9,1.41,1.21,1.08,1.27,10.42,2.41,3.3,"Bat Yam, Israel",2.436666667,1.4,2022,1.0
Ingolstadt,Germany,11.59,63.22,10.54,4.48,5.27,3.5,2.46,2.3,1.0,2.83,2.06,2.92,15.6,9.33,16.86,2.63,1.68,1.97,0.83,2.74,0.98,0.95,0.87,5.27,0.69,1.18,"Ingolstadt, Germany",2.093333333,1.375,2022,1.0
Darwin,Australia,14.27,74.75,10.87,6.8,5.78,3.46,2.37,2.32,1.16,2.07,2.31,4.25,7.61,8.43,14.78,3.56,2.91,3.3,4.3,2.89,2.8,2.8,2.31,13.59,4.38,4.93,"Darwin, Australia",3.256666667,3.1975,2022,1.0
Tarragona,Spain,11.59,44.78,7.38,1.58,2.11,1.69,1.79,1.3,0.9,1.48,1.31,2.07,8.69,6.46,11.06,2.24,2.0,2.81,2.05,1.71,1.84,1.32,0.78,6.11,1.13,1.65,"Tarragona, Spain",2.35,1.73,2022,1.0
Jyvaskyla,Finland,10.54,75.34,8.43,5.8,6.32,3.95,1.65,1.58,0.96,1.95,2.15,2.29,7.93,10.33,20.69,2.4,1.66,2.9,3.03,1.58,2.08,1.4,1.52,12.64,2.95,2.88,"Jyvaskyla, Finland",2.32,2.0225,2022,1.0
's-Hertogenbosch,Netherlands,18.97,63.22,9.11,4.35,3.16,3.06,2.83,2.29,1.03,1.95,1.95,1.75,11.46,8.41,26.57,2.81,1.36,1.45,2.66,1.01,0.94,0.79,0.59,6.31,1.26,1.62,"'s-Hertogenbosch, Netherlands",1.873333333,1.35,2022,1.0
Targu-Mures,Romania,6.42,25.69,6.42,1.39,1.71,1.75,1.16,0.75,1.09,0.99,1.07,1.89,6.7,4.73,7.49,0.91,1.32,1.36,1.57,0.5,0.58,0.73,0.69,5.35,0.82,1.04,"Targu-Mures, Romania",1.196666667,0.845,2022,1.0
Brighton,United Kingdom,18.45,73.8,7.38,6.27,4.92,3.8,1.95,1.54,1.36,1.16,1.97,2.66,7.76,7.45,13.48,2.66,1.24,2.75,2.88,1.07,1.07,0.83,1.2,8.61,2.64,2.24,"Brighton, United Kingdom",2.216666667,1.4625,2022,1.0
Tauranga,New Zealand,19.88,83.38,7.7,5.77,5.45,3.03,1.79,2.29,1.87,2.08,2.26,4.0,7.16,8.46,11.55,2.56,2.11,2.89,2.21,2.24,1.71,2.46,1.51,9.62,2.66,3.37,"Tauranga, New Zealand",2.52,2.155,2022,1.0
Rehovot,Israel,17.62,73.4,13.21,8.81,7.63,3.78,2.86,2.4,1.75,1.7,2.74,3.73,17.73,11.08,22.95,3.48,2.82,2.31,2.26,1.52,1.34,1.83,1.06,14.68,2.52,4.11,"Rehovot, Israel",2.87,1.7375,2022,1.0
Innsbruck,Austria,15.81,65.86,9.48,4.21,4.53,3.37,3.28,2.62,1.36,1.78,2.17,2.92,11.84,10.75,16.33,2.62,2.1,2.34,2.85,1.82,1.66,1.25,0.54,6.59,1.1,1.11,"Innsbruck, Austria",2.353333333,1.895,2022,1.0
Gyor,Hungary,5.14,25.71,5.14,1.16,1.92,1.36,1.36,1.0,0.62,0.64,1.0,1.74,5.57,4.01,7.53,1.13,1.12,1.35,2.56,0.79,0.81,1.07,0.3,3.85,0.69,0.8,"Gyor, Hungary",1.2,1.3075,2022,1.0
Stavanger,Norway,20.04,92.48,14.39,10.79,11.05,4.82,2.88,2.65,2.06,2.91,2.69,3.61,11.39,13.54,29.5,3.29,2.28,3.48,3.54,2.18,3.01,2.26,2.53,13.87,3.82,5.55,"Stavanger, Norway",3.016666667,2.7475,2022,1.0
Guelph,Canada,14.08,74.11,7.41,4.08,5.37,3.41,1.54,1.35,1.62,2.53,3.36,3.6,20.38,10.19,15.13,2.98,1.19,3.89,2.97,1.94,3.06,2.62,2.03,12.23,2.36,2.32,"Guelph, Canada",2.686666667,2.6475,2022,1.0
Rijeka,Croatia,10.12,34.9,6.28,2.65,2.79,1.56,2.35,1.59,0.95,1.05,1.72,2.44,9.57,8.77,10.38,1.38,1.4,1.54,1.97,1.0,0.82,1.05,0.95,6.28,1.32,1.61,"Rijeka, Croatia",1.44,1.21,2022,1.0
Kayseri,Turkey,5.37,10.73,3.35,1.88,1.72,1.58,0.55,0.18,0.75,0.35,1.66,1.21,5.15,3.81,8.87,0.68,1.13,0.68,1.12,0.49,0.48,0.73,0.32,5.37,1.64,1.83,"Kayseri, Turkey",0.83,0.705,2022,1.0
Leiden,Netherlands,15.81,63.22,10.54,5.27,4.21,3.16,2.46,2.23,1.07,2.01,1.6,2.18,11.76,8.54,27.49,2.81,1.36,1.46,2.69,1.12,0.94,0.85,0.66,6.31,1.26,1.87,"Leiden, Netherlands",1.876666667,1.4,2022,1.0
Annecy,France,15.81,126.45,9.17,9.48,5.01,3.54,2.85,2.37,1.05,1.14,2.03,3.28,16.82,14.96,22.39,4.08,3.69,3.95,4.19,2.08,2.66,1.12,2.81,11.06,1.84,3.95,"Annecy, France",3.906666667,2.5125,2022,1.0
Vasteras,Sweden,11.38,79.89,8.09,7.02,7.02,4.77,2.08,1.96,0.98,2.01,2.42,3.37,8.33,8.81,16.68,2.87,2.23,2.26,4.97,1.65,1.61,2.91,1.94,9.2,1.78,2.18,"Vasteras, Sweden",2.453333333,2.785,2022,1.0
Wurzburg,Germany,11.58,52.69,8.95,3.69,3.16,2.82,2.11,1.96,1.08,1.85,1.94,2.53,12.75,7.29,14.05,2.46,1.72,2.13,1.15,2.11,1.26,1.76,0.73,5.27,0.78,1.37,"Wurzburg, Germany",2.103333333,1.57,2022,1.0
Ulm,Germany,12.64,57.96,8.96,4.06,3.69,3.42,3.16,2.4,1.13,2.63,2.29,2.71,13.07,9.96,9.48,2.49,1.68,2.1,0.86,1.21,0.94,0.95,0.45,5.26,0.61,1.52,"Ulm, Germany",2.09,0.99,2022,1.0
Monza,Italy,17.39,79.56,10.01,5.27,4.74,1.55,2.11,1.39,1.38,2.05,2.48,2.81,13.28,9.17,17.9,2.25,1.51,1.89,2.48,1.08,1.53,1.02,0.55,5.74,1.71,2.34,"Monza, Italy",1.883333333,1.5275,2022,1.0
Leiria,Portugal,9.48,31.61,7.38,2.0,2.11,1.59,1.41,1.05,0.71,1.03,0.94,1.86,6.82,4.56,9.04,1.45,1.11,1.09,1.68,0.85,1.01,0.99,0.48,3.16,0.87,1.21,"Leiria, Portugal",1.216666667,1.1325,2022,1.0
Cambridge,United Kingdom,18.45,79.95,7.38,6.15,5.23,3.82,2.23,1.74,1.27,1.51,1.61,2.86,8.04,7.87,15.3,3.17,1.61,2.74,3.55,1.37,1.57,1.12,1.42,9.23,2.2,2.99,"Cambridge, United Kingdom",2.506666667,1.9025,2022,1.0
Exeter,United Kingdom,14.76,67.65,8.91,4.92,4.31,3.83,1.84,1.28,1.14,1.09,1.2,2.41,6.87,7.55,10.46,2.05,1.14,1.82,1.67,1.09,1.13,0.8,1.4,8.61,2.23,2.44,"Exeter, United Kingdom",1.67,1.1725,2022,1.0
Colchester,United Kingdom,18.45,73.8,9.84,4.52,6.03,4.07,1.97,1.38,1.34,1.23,1.03,2.02,6.49,5.99,9.84,2.26,1.12,2.61,1.56,0.89,1.15,0.72,1.28,8.61,2.79,2.77,"Colchester, United Kingdom",1.996666667,1.08,2022,1.0
Aalborg,Denmark,18.43,92.14,11.34,7.09,6.02,4.81,3.69,2.61,1.61,2.71,2.23,4.31,11.93,11.16,16.45,2.92,2.81,2.79,2.81,1.97,1.51,1.65,1.79,10.28,1.8,2.87,"Aalborg, Denmark",2.84,1.985,2022,1.0
Setubal,Portugal,10.54,52.69,7.11,2.11,1.9,1.3,1.48,1.06,0.78,1.35,1.1,1.93,10.12,8.43,12.12,1.44,1.07,1.5,2.05,1.12,0.93,1.07,0.53,3.16,0.98,2.46,"Setubal, Portugal",1.336666667,1.2925,2022,1.0
Bergamo,Italy,15.81,65.86,8.43,5.27,4.74,1.64,3.09,1.52,1.33,1.99,2.04,3.02,14.75,10.01,16.51,2.17,1.73,2.29,3.42,1.65,1.38,1.32,0.44,6.32,1.67,2.36,"Bergamo, Italy",2.063333333,1.9425,2022,1.0
Maastricht,Netherlands,15.28,63.22,10.54,4.48,4.21,3.3,2.76,2.38,1.07,2.04,2.07,1.99,11.77,8.41,28.97,2.89,1.35,1.46,2.7,1.01,0.94,0.79,0.63,6.31,1.25,1.78,"Maastricht, Netherlands",1.9,1.36,2022,1.0
Pescara,Italy,18.97,63.22,9.48,5.01,3.95,1.52,2.9,1.05,1.24,1.9,2.28,3.28,11.46,7.72,14.58,2.23,1.7,2.03,2.34,1.66,1.93,2.11,0.63,6.32,1.12,2.46,"Pescara, Italy",1.986666667,2.01,2022,1.0
Berkeley,United States,18.0,80.0,9.0,7.0,7.0,5.04,3.83,2.0,1.73,3.83,6.01,3.33,18.08,8.95,16.53,6.61,2.23,5.22,6.1,4.2,4.69,2.0,2.74,14.0,3.1,3.5,"Berkeley, United States",4.686666667,4.2475,2022,1.0
Gottingen,Germany,10.54,52.69,8.43,3.79,3.27,2.89,2.87,2.32,1.03,2.24,2.14,3.1,18.76,7.69,13.17,2.59,1.71,2.39,0.83,2.81,0.94,1.72,1.22,5.27,0.73,1.36,"Gottingen, Germany",2.23,1.575,2022,1.0
Chelmsford,United Kingdom,14.76,86.1,7.12,4.92,4.92,3.57,1.49,1.18,0.95,1.13,2.28,3.09,7.03,7.57,13.53,3.01,1.09,2.05,2.36,1.04,1.17,0.84,1.19,12.3,2.13,3.44,"Chelmsford, United Kingdom",2.05,1.3525,2022,1.0
Bruges,Belgium,15.81,76.4,7.38,3.69,3.16,3.09,2.42,2.07,0.84,1.58,1.84,2.05,10.54,10.22,17.86,1.58,1.79,1.79,1.74,0.95,0.82,1.03,0.5,5.27,1.58,1.5,"Bruges, Belgium",1.72,1.135,2022,1.0
Linkoping,Sweden,11.62,67.79,7.75,6.73,6.73,4.51,2.02,1.73,1.21,2.02,2.29,2.91,8.7,8.58,16.74,2.75,2.3,2.6,3.44,1.18,1.2,2.74,1.4,11.62,1.69,1.94,"Linkoping, Sweden",2.55,2.14,2022,1.0
Trento,Italy,14.75,68.49,8.43,5.27,5.27,1.69,2.85,1.32,1.3,2.22,2.09,2.96,12.51,10.64,23.01,1.75,1.29,2.42,2.28,1.24,1.3,1.6,0.43,7.11,1.34,1.67,"Trento, Italy",1.82,1.605,2022,1.0
Uzhhorod,Ukraine,4.08,16.32,2.72,0.88,1.22,0.91,0.56,0.51,0.89,0.56,1.35,1.09,6.8,3.37,5.0,0.6,1.13,1.19,1.5,0.36,0.36,0.88,0.48,2.58,0.84,1.11,"Uzhhorod, Ukraine",0.973333333,0.775,2022,1.0
Helsingborg,Sweden,9.68,58.1,7.46,6.68,6.59,4.38,1.63,2.13,1.34,2.34,2.32,3.14,7.26,7.55,19.25,2.23,1.63,2.36,3.13,1.13,1.11,2.13,1.65,8.43,1.36,1.52,"Helsingborg, Sweden",2.073333333,1.875,2022,1.0
Durres,Albania,5.41,27.03,4.51,1.35,1.8,1.08,1.19,0.43,1.38,0.71,1.23,1.92,4.96,3.98,8.11,0.8,1.51,1.25,1.06,0.58,0.67,0.84,0.48,4.51,0.85,1.44,"Durres, Albania",1.186666667,0.7875,2022,1.0
Ariana,Tunisia,2.94,13.94,3.72,1.16,1.08,0.64,0.5,0.23,0.42,0.24,0.7,1.12,7.23,3.8,8.98,1.57,1.86,0.77,0.58,0.45,0.46,0.32,0.24,4.96,1.01,0.86,"Ariana, Tunisia",1.4,0.4525,2022,1.0
